IRIS,REG,DEP,P14_POP,P14_POP0014
704760000,27,70,62,5
704770000,27,70,759,145
704780000,27,70,911,187
704790000,27,70,106,19
704800000,27,70,159,34
704810000,27,70,217,40
704820000,27,70,1554,258
704830000,27,70,129,26
704840000,27,70,175,40
704850000,27,70,230,31
704860000,27,70,121,26
704870000,27,70,298,45
704880000,27,70,226,41
704890000,27,70,776,73
704900000,27,70,120,31
704910000,27,70,457,84
704920000,27,70,531,90
704930000,27,70,427,111
704940000,27,70,318,84
704960000,27,70,34,2
704970000,27,70,516,137
704980000,27,70,525,99
704990000,27,70,106,21
705000000,27,70,177,29
705010000,27,70,93,30
705020000,27,70,85,9
705030000,27,70,161,40
705040000,27,70,352,55
705050000,27,70,186,45
705060000,27,70,372,87
705070000,27,70,227,52
705090000,27,70,96,21
705100000,27,70,140,29
705110000,27,70,215,41
705120000,27,70,212,38
705130000,27,70,2406,382
705140000,27,70,684,168
705150000,27,70,65,9
705160000,27,70,259,54
705170000,27,70,386,105
705180000,27,70,99,11
705190000,27,70,117,26
705200000,27,70,94,12
705210000,27,70,166,32
705220000,27,70,136,26
705230000,27,70,197,46
705240000,27,70,124,26
705250000,27,70,224,36
705260000,27,70,672,118
705270000,27,70,76,18
705280000,27,70,503,101
705290000,27,70,367,66
705300000,27,70,137,16
705310000,27,70,110,32
705320000,27,70,478,88
705330000,27,70,119,31
705340000,27,70,143,46
705350000,27,70,164,36
705360000,27,70,146,25
705370000,27,70,304,73
705380000,27,70,80,11
705390000,27,70,483,99
705400000,27,70,77,21
705410000,27,70,227,58
705420000,27,70,219,66
705440000,27,70,124,23
705450000,27,70,155,22
705460000,27,70,233,45
705470000,27,70,202,51
705480000,27,70,149,11
705490000,27,70,70,17
705500101,27,70,1514,248
705500102,27,70,2464,590
705500103,27,70,2393,354
705500104,27,70,2390,257
705500105,27,70,2440,239
705500106,27,70,1930,248
705500107,27,70,2082,299
705520000,27,70,207,41
705530000,27,70,122,24
705540000,27,70,192,32
705550000,27,70,180,37
705570000,27,70,137,32
705580000,27,70,136,21
705590000,27,70,216,43
705600000,27,70,160,35
705610000,27,70,1449,203
705620000,27,70,143,21
705630000,27,70,524,99
705640000,27,70,322,59
705650000,27,70,47,9
705660000,27,70,220,43
705670000,27,70,143,25
705680000,27,70,65,14
705690000,27,70,76,15
705710000,27,70,39,11
705720000,27,70,272,40
705730000,27,70,142,25
705740000,27,70,66,8
705750000,27,70,809,167
705760000,27,70,150,19
705770000,27,70,364,66
705780000,27,70,170,31
705790000,27,70,461,81
705800000,27,70,158,39
705810000,27,70,669,134
705820000,27,70,105,23
705830000,27,70,121,35
710010000,27,71,757,126
710020000,27,71,1189,248
710030000,27,71,812,150
710040000,27,71,1079,223
710050000,27,71,253,43
710060000,27,71,174,28
710070000,27,71,166,29
710080000,27,71,169,22
710090000,27,71,725,78
710100000,27,71,828,153
710110000,27,71,459,91
710120000,27,71,330,52
710130000,27,71,258,38
710140101,27,71,1102,255
710140102,27,71,1776,273
710140103,27,71,1858,260
710140104,27,71,1713,169
710140105,27,71,1615,192
710140106,27,71,2387,307
710140107,27,71,1636,174
710140108,27,71,1700,217
710140109,27,71,133,12
710140110,27,71,34,0
710150000,27,71,982,195
710160000,27,71,1015,169
710170000,27,71,83,16
710180000,27,71,557,110
710190000,27,71,127,27
710200000,27,71,124,20
710210000,27,71,297,70
710220000,27,71,651,88
710230000,27,71,951,204
710240000,27,71,511,85
710250000,27,71,368,64
710260000,27,71,344,81
710270000,27,71,646,129
710280000,27,71,122,26
710290000,27,71,267,35
710300000,27,71,208,21
710310000,27,71,57,11
710320000,27,71,623,126
710330000,27,71,799,170
710340000,27,71,342,54
710350000,27,71,208,38
710360000,27,71,70,10
710370000,27,71,93,17
710380000,27,71,466,86
710390000,27,71,153,21
710400101,27,71,2447,416
710400102,27,71,1713,229
710400103,27,71,2297,351
710410000,27,71,199,13
710420000,27,71,338,33
710430000,27,71,88,10
710440000,27,71,325,50
710450000,27,71,157,27
710460000,27,71,106,13
710470101,27,71,2067,245
710470102,27,71,3002,417
710480000,27,71,187,29
710500000,27,71,327,48
710510000,27,71,142,12
710520000,27,71,692,129
710540000,27,71,573,88
710550000,27,71,287,59
710560000,27,71,2388,378
710570000,27,71,127,23
710580000,27,71,189,37
710590000,27,71,3560,486
710600000,27,71,224,36
710610000,27,71,476,107
710620000,27,71,308,37
710630000,27,71,742,124
710640000,27,71,975,172
710650000,27,71,265,39
710660000,27,71,115,26
710670000,27,71,125,13
710680000,27,71,72,6
710690000,27,71,569,86
710700000,27,71,2135,327
710710000,27,71,275,47
710720000,27,71,136,32
710730101,27,71,2600,368
710730102,27,71,3104,612
710740000,27,71,554,101
710750000,27,71,674,96
710760101,27,71,570,150
710760102,27,71,579,134
710760103,27,71,1762,254
710760104,27,71,2448,468
710760105,27,71,3004,503
710760106,27,71,2012,300
710760107,27,71,1150,209
710760108,27,71,2275,568
710760109,27,71,2485,732
710760110,27,71,3157,631
710760111,27,71,2379,528
710760112,27,71,1866,225
710760113,27,71,2931,377
710760114,27,71,2060,271
710760115,27,71,2115,264
710760116,27,71,2138,237
710760117,27,71,3476,449
710760118,27,71,2785,391
710760119,27,71,2770,291
710760120,27,71,2912,501
710760197,27,71,77,8
710760198,27,71,33,13
710760199,27,71,0,0
710770000,27,71,505,86
710780000,27,71,146,37
710790000,27,71,469,72
710800000,27,71,90,17
710810000,27,71,2411,484
710820000,27,71,219,47
710840000,27,71,573,98
710850000,27,71,228,44
710860000,27,71,453,95
710870000,27,71,148,13
710880000,27,71,226,35
710890000,27,71,256,44
710900000,27,71,3999,921
710910000,27,71,187,30
710920000,27,71,566,111
710930000,27,71,672,93
710940000,27,71,129,11
710950000,27,71,415,69
710960000,27,71,180,32
710970000,27,71,449,44
710980000,27,71,255,42
710990000,27,71,349,43
711000000,27,71,202,26
711010000,27,71,441,78
711020000,27,71,692,135
711030000,27,71,255,38
711040000,27,71,180,23
711050101,27,71,2038,341
711050102,27,71,2419,255
711050103,27,71,2512,436
711060000,27,71,2757,363
711070000,27,71,309,68
711080000,27,71,177,31
711090000,27,71,336,65
711100000,27,71,568,115
711110000,27,71,326,62
711120000,27,71,246,45
711130000,27,71,113,23
711150000,27,71,93,25
711160000,27,71,158,20
711170000,27,71,1092,237
711180101,27,71,3215,543
711180102,27,71,2992,517
711180103,27,71,14,2
711190000,27,71,1097,245
711200000,27,71,3721,508
711210000,27,71,306,43
711220000,27,71,540,132
711230000,27,71,402,71
711240000,27,71,201,25
711250000,27,71,26,2
711260000,27,71,596,114
711270000,27,71,76,8
711280000,27,71,89,18
711290000,27,71,286,35
711300000,27,71,239,29
711310000,27,71,799,172
711320000,27,71,2280,378
711330000,27,71,1722,182
711340000,27,71,230,47
711350000,27,71,834,166
711360000,27,71,248,37
711370000,27,71,4775,682
711390000,27,71,142,24
711400000,27,71,39,10
711410000,27,71,308,57
711420000,27,71,204,47
711430000,27,71,432,95
711440000,27,71,186,26
711450000,27,71,563,89
711460000,27,71,227,41
711470000,27,71,255,36
711480000,27,71,865,139
711490000,27,71,1435,175
711500000,27,71,2930,510
711510000,27,71,81,18
711520000,27,71,193,30
711530101,27,71,1996,240
711530102,27,71,1592,186
711530103,27,71,1924,230
711530104,27,71,1457,243
711530105,27,71,1845,226
711530106,27,71,2061,335
711530107,27,71,1434,320
711530108,27,71,730,171
711530109,27,71,2042,232
711530110,27,71,1633,203
711530111,27,71,1346,112
711530112,27,71,1800,263
711530113,27,71,1687,260
711530114,27,71,260,0
711530115,27,71,183,26
711540000,27,71,2504,527
711550000,27,71,555,103
711560000,27,71,256,52
711570000,27,71,1889,323
711580000,27,71,1594,231
711590000,27,71,200,39
711600000,27,71,314,50
711610000,27,71,317,55
711620000,27,71,1110,187
711630000,27,71,85,8
711640000,27,71,134,23
711650000,27,71,450,64
711660000,27,71,129,26
711670000,27,71,557,124
711680000,27,71,175,24
711690000,27,71,670,120
711700000,27,71,1774,392
711710000,27,71,303,56
711720000,27,71,84,6
711730000,27,71,317,60
711740000,27,71,186,29
711750000,27,71,361,69
711760101,27,71,2387,329
711760102,27,71,1550,243
711760103,27,71,1612,160
711760104,27,71,2456,368
711770000,27,71,790,153
711780000,27,71,923,195
711790000,27,71,73,15
711800000,27,71,200,26
711810000,27,71,159,29
711820000,27,71,1279,188
711830000,27,71,153,25
711840000,27,71,589,106
711850000,27,71,343,64
711860000,27,71,262,46
711870000,27,71,1666,331
711880000,27,71,63,8
711890000,27,71,1629,338
711900000,27,71,2265,345
711910000,27,71,460,74
711920000,27,71,1922,267
711930000,27,71,458,81
711940000,27,71,728,146
711950000,27,71,217,36
711960000,27,71,640,94
711980000,27,71,365,61
711990000,27,71,172,32
712000000,27,71,671,143
712010000,27,71,231,22
712020000,27,71,1946,302
712030000,27,71,39,5
712040000,27,71,1461,289
712050000,27,71,634,87
712060000,27,71,247,36
712070000,27,71,288,48
712080000,27,71,228,36
712090000,27,71,741,105
712100000,27,71,379,75
712120000,27,71,1360,185
712130000,27,71,556,107
712140000,27,71,429,74
712150000,27,71,2547,482
712160000,27,71,209,37
712170000,27,71,130,26
712180000,27,71,606,94
712190000,27,71,556,96
712200000,27,71,504,83
712210000,27,71,3657,628
712220000,27,71,920,146
712230000,27,71,527,68
712240000,27,71,78,11
712250000,27,71,537,138
712260000,27,71,35,3
712270000,27,71,537,69
712280000,27,71,205,56
712290000,27,71,246,46
712300101,27,71,1464,186
712300102,27,71,2329,237
712300103,27,71,1274,151
712300104,27,71,2096,301
712300199,27,71,113,11
712310000,27,71,613,59
712320000,27,71,213,39
712330000,27,71,299,56
712340000,27,71,326,57
712350000,27,71,1959,378
712360000,27,71,860,173
712370000,27,71,545,93
712380000,27,71,1005,189
712390000,27,71,778,96
712400000,27,71,348,71
712410000,27,71,496,81
712420000,27,71,535,81
712430000,27,71,388,58
712440000,27,71,422,51
712450000,27,71,323,60
712460000,27,71,255,50
712470000,27,71,353,66
712480000,27,71,715,127
712490000,27,71,1021,178
712500000,27,71,1089,249
712510000,27,71,600,92
712520000,27,71,396,94
712530000,27,71,920,183
712540000,27,71,140,14
712550000,27,71,191,40
712560000,27,71,563,128
712570000,27,71,604,117
712580000,27,71,519,91
712590000,27,71,334,57
712610000,27,71,629,118
712620000,27,71,181,19
712630101,27,71,2906,366
712630102,27,71,3443,526
712640000,27,71,324,61
712660000,27,71,350,57
712670000,27,71,892,164
712680000,27,71,345,89
712690000,27,71,1900,308
712700101,27,71,1665,395
712700102,27,71,1991,250
712700103,27,71,1210,274
712700104,27,71,1387,413
712700105,27,71,2585,290
712700106,27,71,2467,348
712700107,27,71,2917,440
712700108,27,71,2529,400
712700109,27,71,1604,359
712700110,27,71,2265,518
712700111,27,71,2233,566
712700112,27,71,2006,326
712700113,27,71,260,27
712700114,27,71,2419,394
712700115,27,71,1720,358
712700116,27,71,1743,247
712700117,27,71,1761,355
712709801,27,71,124,15
712709802,27,71,0,0
712709803,27,71,572,47
712710000,27,71,153,19
712720000,27,71,232,32
712730000,27,71,293,53
712740000,27,71,385,68
712750000,27,71,1812,228
712760000,27,71,115,13
712770000,27,71,695,158
712780000,27,71,145,27
712790000,27,71,692,114
712800000,27,71,87,13
712810000,27,71,337,42
712820000,27,71,1238,219
712830000,27,71,537,91
712840000,27,71,127,14
712850000,27,71,426,68
712860000,27,71,231,39
712870000,27,71,363,56
712880000,27,71,62,13
712890000,27,71,1043,194
712900000,27,71,395,43
712910000,27,71,975,218
712920000,27,71,1284,219
712930000,27,71,402,65
712940000,27,71,1207,194
712950000,27,71,1470,263
712960000,27,71,730,170
712970000,27,71,767,106
712990000,27,71,369,76
713000000,27,71,578,113
713010000,27,71,208,39
713020000,27,71,219,39
713030000,27,71,453,62
713040000,27,71,119,27
713050000,27,71,804,156
713060101,27,71,2705,384
713060102,27,71,1472,209
713060103,27,71,1778,164
713060104,27,71,2986,518
713060105,27,71,2092,356
713060106,27,71,1645,368
713060107,27,71,1685,223
713060108,27,71,2269,268
713060109,27,71,1891,267
713060110,27,71,379,23
713070000,27,71,303,74
713080000,27,71,32,3
713090000,27,71,2188,293
713100101,27,71,3001,461
713100102,27,71,2228,420
713110000,27,71,295,60
713120000,27,71,251,51
713130000,27,71,391,85
713140000,27,71,200,20
713150000,27,71,175,42
713160000,27,71,336,57
713170000,27,71,195,31
713180000,27,71,1100,149
713190000,27,71,798,159
713200000,27,71,336,39
713210000,27,71,212,37
713220000,27,71,74,10
713230000,27,71,124,8
713240000,27,71,575,103
713250000,27,71,1221,217
713260000,27,71,432,66
713270000,27,71,343,63
713280000,27,71,633,142
713290000,27,71,434,74
713300000,27,71,768,128
713310000,27,71,101,19
713320000,27,71,526,106
713330000,27,71,1259,261
713340000,27,71,400,80
713350000,27,71,65,13
713360000,27,71,3060,616
713370000,27,71,305,57
713380000,27,71,237,43
713390000,27,71,428,56
713400000,27,71,1526,286
713410000,27,71,220,45
713420101,27,71,2215,176
713420102,27,71,2597,352
713420103,27,71,1995,253
713420104,27,71,2326,364
713430000,27,71,293,71
713440000,27,71,59,7
713450000,27,71,657,147
713460000,27,71,1669,281
713470000,27,71,536,126
713480000,27,71,141,24
713490000,27,71,51,4
713500000,27,71,906,169
713510000,27,71,1966,273
713520000,27,71,98,18
713530000,27,71,574,79
713540000,27,71,572,98
713550000,27,71,265,58
713560000,27,71,1010,226
713570000,27,71,201,36
713580000,27,71,95,12
713590000,27,71,559,70
713600000,27,71,1993,414
713610000,27,71,70,16
713620000,27,71,303,68
713630000,27,71,91,11
713640000,27,71,173,27
713650000,27,71,528,90
713660000,27,71,391,73
713670000,27,71,374,60
713680000,27,71,319,69
713690000,27,71,445,75
713700000,27,71,676,117
713710000,27,71,1518,240
713720000,27,71,1964,433
713730000,27,71,1665,231
713740000,27,71,164,23
713760000,27,71,265,30
713770000,27,71,130,21
713780000,27,71,1584,293
713790000,27,71,1252,191
713800000,27,71,776,124
713810000,27,71,88,15
713820000,27,71,716,135
713830000,27,71,505,91
713840000,27,71,528,88
713850000,27,71,552,103
713860000,27,71,106,19
713870000,27,71,258,50
713880000,27,71,497,125
713890000,27,71,312,51
713900000,27,71,1085,219
713910000,27,71,561,120
713920000,27,71,483,93
713930000,27,71,478,104
713940000,27,71,757,98
713950000,27,71,198,42
713960000,27,71,478,71
713970000,27,71,289,50
713980000,27,71,1093,241
713990000,27,71,516,76
714000000,27,71,134,9
714010000,27,71,629,111
714020000,27,71,744,162
714030000,27,71,278,56
714040000,27,71,888,132
714050000,27,71,163,35
714060000,27,71,156,25
714070000,27,71,242,32
714080000,27,71,367,70
714090000,27,71,342,67
714100000,27,71,823,183
714110000,27,71,146,19
714120000,27,71,1154,213
714130000,27,71,853,171
714140000,27,71,488,71
714150000,27,71,126,20
714160000,27,71,609,103
714170000,27,71,1043,142
714190000,27,71,1936,243
714200000,27,71,2214,443
714210000,27,71,196,37
714220000,27,71,284,65
714230000,27,71,439,89
714240000,27,71,204,45
714250000,27,71,267,42
714260000,27,71,492,112
714270000,27,71,56,8
714280000,27,71,748,182
714300000,27,71,405,91
714310000,27,71,348,77
714330000,27,71,478,75
714340000,27,71,311,56
714350000,27,71,243,45
714360000,27,71,1041,205
714370000,27,71,336,42
714380000,27,71,542,87
714390000,27,71,694,136
714400000,27,71,395,65
714410000,27,71,242,37
714420000,27,71,1570,305
714430000,27,71,1618,389
714440000,27,71,1135,219
714450101,27,71,3159,638
714450102,27,71,2797,404
714460000,27,71,185,28
714470000,27,71,282,56
714480000,27,71,1358,245
714490000,27,71,96,23
714500000,27,71,119,16
714510000,27,71,87,11
714520000,27,71,107,12
714530000,27,71,245,28
714540000,27,71,216,45
714550000,27,71,153,18
714560000,27,71,1939,343
714570000,27,71,120,23
714580000,27,71,63,10
714590000,27,71,366,70
714600000,27,71,474,100
714610000,27,71,61,14
714620000,27,71,581,134
714630000,27,71,586,107
714640000,27,71,180,36
714650000,27,71,274,53
714660000,27,71,128,30
714680000,27,71,837,146
714690000,27,71,347,63
714700000,27,71,322,51
714710000,27,71,66,4
714720000,27,71,214,27
714730000,27,71,179,20
714740000,27,71,170,16
714750101,27,71,1976,408
714750102,27,71,1769,252
714750103,27,71,2813,570
714770000,27,71,467,90
714780000,27,71,91,17
714790000,27,71,1874,362
714800000,27,71,583,84
714810000,27,71,1148,253
714820000,27,71,841,161
714830000,27,71,442,81
714840000,27,71,1303,236
714850000,27,71,269,56
714860101,27,71,2080,327
714860102,27,71,2704,375
714860103,27,71,1745,261
714860104,27,71,2254,337
714870000,27,71,174,22
714880000,27,71,113,16
714890000,27,71,561,122
714900000,27,71,1022,232
714910000,27,71,1166,196
714920000,27,71,125,16
714930000,27,71,329,58
714940000,27,71,557,114
714950000,27,71,849,142
714960000,27,71,160,16
714970000,27,71,1872,315
714980000,27,71,141,15
714990101,27,71,1768,279
714990102,27,71,2695,486
715000000,27,71,124,19
715010000,27,71,155,23
715020000,27,71,1589,298
715030000,27,71,125,16
715040000,27,71,82,6
715050000,27,71,77,6
715060000,27,71,1181,232
715070000,27,71,181,30
715080000,27,71,423,72
715090000,27,71,489,98
715100000,27,71,660,68
715120000,27,71,3138,559
715130000,27,71,1118,242
715140000,27,71,390,62
715150000,27,71,97,15
715160000,27,71,601,113
715170000,27,71,251,47
715180000,27,71,285,61
715190000,27,71,194,47
715200000,27,71,1334,184
715210000,27,71,90,19
715220000,27,71,1691,349
715230000,27,71,1226,237
715240000,27,71,167,20
715250000,27,71,579,139
715260000,27,71,355,50
715270000,27,71,212,43
715280000,27,71,2038,367
715290000,27,71,280,31
715300000,27,71,514,68
715310000,27,71,239,49
715320000,27,71,174,6
715330000,27,71,561,127
715340000,27,71,122,12
715350000,27,71,483,76
715370000,27,71,153,24
715380000,27,71,443,82
715390000,27,71,76,14
715400000,27,71,3062,632
715410000,27,71,390,72
715420000,27,71,1598,224
715430101,27,71,2262,295
715430102,27,71,3502,533
715440000,27,71,189,31
715450000,27,71,1023,172
715460000,27,71,398,76
715470000,27,71,272,42
715480000,27,71,253,46
715490000,27,71,210,30
715500000,27,71,852,178
715510000,27,71,107,21
715520000,27,71,539,89
715530000,27,71,256,42
715540000,27,71,124,17
715550000,27,71,2221,322
715560000,27,71,535,113
715570000,27,71,692,177
715580000,27,71,1116,174
715590000,27,71,588,81
715610000,27,71,231,25
715620000,27,71,235,52
715630000,27,71,91,15
715640000,27,71,752,131
715650000,27,71,578,96
715660000,27,71,1180,207
715670000,27,71,253,36
715680000,27,71,52,8
715700000,27,71,527,95
715710000,27,71,447,86
715720000,27,71,229,46
715730000,27,71,201,31
715740000,27,71,766,150
715760000,27,71,272,46
715770000,27,71,208,52
715780000,27,71,340,60
715790000,27,71,156,34
715800000,27,71,429,64
715810000,27,71,249,61
715820000,27,71,287,47
715830000,27,71,711,100
715840000,27,71,1121,216
715850000,27,71,1324,258
715860000,27,71,249,42
715870000,27,71,76,13
715880000,27,71,1125,219
715890000,27,71,440,81
715900000,27,71,617,118
715910000,27,71,499,93
720010000,52,72,1623,357
720020000,52,72,217,38
720030101,52,72,3505,519
720030102,52,72,1738,400
720030103,52,72,1688,364
720030104,52,72,1530,379
720030105,52,72,2612,415
720040000,52,72,542,145
720050000,52,72,969,219
720060000,52,72,1855,330
720070000,52,72,484,122
720080101,52,72,1520,251
720080102,52,72,3591,525
720090000,52,72,404,124
720100000,52,72,396,77
720110000,52,72,915,214
720120000,52,72,522,113
720130000,52,72,2159,381
720150000,52,72,118,30
720160000,52,72,1522,351
720170000,52,72,247,64
720180000,52,72,91,10
720190000,52,72,371,91
720200000,52,72,748,144
720210000,52,72,606,129
720220000,52,72,1239,274
720230000,52,72,2200,420
720240000,52,72,3688,782
720250000,52,72,1273,282
720260000,52,72,1456,289
720270000,52,72,354,63
720280000,52,72,485,109
720290000,52,72,1945,279
720310000,52,72,542,127
720320000,52,72,347,63
720330000,52,72,497,115
720340000,52,72,457,104
720350000,52,72,2259,333
720360000,52,72,333,86
720370000,52,72,97,17
720380000,52,72,622,145
720390000,52,72,3894,606
720400000,52,72,127,27
720410000,52,72,325,84
720420000,52,72,2085,379
720430000,52,72,311,59
720440000,52,72,435,114
720450000,52,72,797,241
720460000,52,72,1527,350
720470000,52,72,2142,509
720480000,52,72,559,125
720490000,52,72,260,58
720500000,52,72,1595,295
720510000,52,72,3357,778
720520000,52,72,725,85
720530000,52,72,1238,275
720540000,52,72,3834,753
720560000,52,72,1396,303
720570000,52,72,70,9
720580101,52,72,3435,665
720580102,52,72,2993,541
720590000,52,72,868,202
720600000,52,72,268,35
720610000,52,72,1638,402
720620000,52,72,886,179
720630000,52,72,293,33
720640000,52,72,545,90
720650000,52,72,2362,415
720660000,52,72,472,121
720670000,52,72,946,220
720680000,52,72,1470,212
720700000,52,72,254,53
720710101,52,72,2201,263
720710102,52,72,2451,410
720720000,52,72,281,77
720730000,52,72,1066,219
720740000,52,72,219,42
720750000,52,72,957,235
720760000,52,72,221,49
720770000,52,72,429,83
720780000,52,72,384,67
720790000,52,72,317,72
720800000,52,72,1722,321
720810000,52,72,933,199
720820000,52,72,599,121
720830000,52,72,408,109
720840000,52,72,1269,264
720850000,52,72,202,36
720860000,52,72,127,19
720870000,52,72,538,89
720880000,52,72,346,81
720890000,52,72,1865,323
720900000,52,72,2896,496
720910000,52,72,140,16
720930000,52,72,902,164
720940000,52,72,644,126
720950101,52,72,3075,703
720950102,52,72,1708,220
720950103,52,72,2737,493
720960000,52,72,1677,423
720970000,52,72,467,107
720980000,52,72,544,104
720990000,52,72,632,167
721000000,52,72,411,104
721010000,52,72,687,155
721020000,52,72,90,10
721030000,52,72,626,96
721040000,52,72,593,131
721050000,52,72,487,100
721060000,52,72,954,251
721070000,52,72,352,76
721080000,52,72,802,180
721090000,52,72,600,142
721100000,52,72,1042,295
721110000,52,72,512,105
721120000,52,72,483,76
721130000,52,72,797,193
721140000,52,72,273,66
721150000,52,72,956,185
721160000,52,72,139,27
721170000,52,72,557,99
721180000,52,72,1488,289
721190000,52,72,1019,227
721200000,52,72,253,64
721210000,52,72,337,76
721220000,52,72,1059,207
721230000,52,72,68,11
721240101,52,72,2048,308
721240102,52,72,2600,564
721250000,52,72,301,67
721260000,52,72,305,63
721270000,52,72,1957,341
721280000,52,72,348,70
721290000,52,72,832,211
721300000,52,72,616,144
721310000,52,72,590,135
721320101,52,72,2404,366
721320102,52,72,1615,185
721320103,52,72,2024,311
721320104,52,72,1817,191
721320105,52,72,1075,254
721330000,52,72,1527,346
721340000,52,72,550,96
721350000,52,72,619,165
721360000,52,72,333,80
721370000,52,72,2269,456
721380000,52,72,2042,273
721390000,52,72,1011,207
721410000,52,72,966,228
721420000,52,72,159,24
721430000,52,72,1927,267
721440000,52,72,343,35
721450000,52,72,391,67
721460000,52,72,2938,600
721470000,52,72,1069,196
721480000,52,72,87,17
721490000,52,72,641,162
721500000,52,72,1305,300
721510000,52,72,1169,221
721520000,52,72,476,80
721530000,52,72,567,98
721540101,52,72,1370,175
721540102,52,72,1994,266
721540103,52,72,1629,184
721540104,52,72,2709,598
721540105,52,72,3143,601
721540106,52,72,2270,338
721540107,52,72,1911,297
721550000,52,72,2421,540
721560000,52,72,953,234
721570000,52,72,740,158
721580000,52,72,846,188
721590000,52,72,347,48
721600000,52,72,624,126
721610000,52,72,875,111
721630000,52,72,505,131
721640000,52,72,71,17
721650000,52,72,1931,404
721660000,52,72,342,76
721670000,52,72,741,215
721680000,52,72,2225,408
721690000,52,72,1467,353
721700000,52,72,195,35
721710000,52,72,99,11
721720000,52,72,1458,297
721730000,52,72,1257,264
721740000,52,72,110,24
721750000,52,72,1583,284
721760101,52,72,1786,241
721760102,52,72,2103,344
721770000,52,72,342,76
721780000,52,72,188,48
721790000,52,72,1915,336
721800101,52,72,2308,383
721800102,52,72,3025,498
721810101,52,72,1660,125
721810102,52,72,2632,306
721810103,52,72,2455,224
721810201,52,72,1911,246
721810202,52,72,2546,550
721810203,52,72,2507,301
721810301,52,72,1842,304
721810302,52,72,1804,286
721810401,52,72,2912,497
721810402,52,72,2865,434
721810501,52,72,1766,207
721810502,52,72,1697,256
721810503,52,72,1739,257
721810601,52,72,2111,325
721810602,52,72,2194,382
721810701,52,72,2133,303
721810702,52,72,2439,473
721810801,52,72,2681,406
721810802,52,72,2085,510
721810803,52,72,2731,478
721810804,52,72,2321,344
721810901,52,72,1748,281
721810902,52,72,1652,287
721811001,52,72,3198,535
721811002,52,72,1928,250
721811003,52,72,3105,615
721811101,52,72,1817,261
721811102,52,72,1906,249
721811103,52,72,1759,351
721811201,52,72,2456,361
721811202,52,72,2180,226
721811203,52,72,2306,327
721811301,52,72,2937,486
721811302,52,72,2795,392
721811303,52,72,2419,396
721811401,52,72,1458,255
721811402,52,72,1659,256
721811501,52,72,2007,284
721811502,52,72,2947,434
721811601,52,72,6213,909
721811602,52,72,2530,488
721811701,52,72,1602,469
721811702,52,72,1870,612
721811703,52,72,2510,632
721811801,52,72,1421,410
721811802,52,72,1263,326
721811803,52,72,2302,436
721811901,52,72,2190,342
721811902,52,72,2224,422
721812001,52,72,3857,761
721812002,52,72,1669,332
721812101,52,72,1945,435
721812102,52,72,2119,654
721812201,52,72,2411,347
721812202,52,72,2443,425
721812301,52,72,1638,316
721812302,52,72,1861,255
721812303,52,72,3011,516
721812401,52,72,2074,362
721812402,52,72,1784,384
721812403,52,72,1744,299
721812501,52,72,2026,360
721812502,52,72,2684,492
721812601,52,72,10,0
721812701,52,72,46,11
721812801,52,72,83,14
721812901,52,72,192,30
721812902,52,72,46,10
721813001,52,72,7,0
721813101,52,72,174,21
721813201,52,72,555,105
721820000,52,72,1615,302
721830000,52,72,1030,169
721840000,52,72,350,75
721850000,52,72,651,145
721860000,52,72,910,207
721870000,52,72,1641,362
721880000,52,72,146,25
721890000,52,72,2091,321
721900000,52,72,278,39
721910000,52,72,3195,570
721920000,52,72,104,9
721930000,52,72,460,85
721940000,52,72,263,70
721950000,52,72,1885,446
721960000,52,72,687,163
721970000,52,72,716,198
721980000,52,72,2531,507
721990000,52,72,243,68
722000000,52,72,3559,807
722010000,52,72,256,59
722020000,52,72,223,45
722030000,52,72,797,169
722040000,52,72,566,131
722050000,52,72,1817,474
722080000,52,72,412,52
722090000,52,72,302,62
722100000,52,72,303,72
722110000,52,72,679,148
722120000,52,72,711,133
722130101,52,72,1994,362
722130102,52,72,2941,561
722140000,52,72,12,1
722150000,52,72,1019,230
722160000,52,72,587,154
722170000,52,72,2355,427
722180000,52,72,307,68
722190000,52,72,376,69
722200000,52,72,960,171
722210000,52,72,376,63
722220000,52,72,284,67
722230000,52,72,2676,496
722240000,52,72,519,137
722250000,52,72,679,141
722260000,52,72,1329,365
722270000,52,72,43,6
722280000,52,72,2151,496
722290000,52,72,527,126
722300000,52,72,1101,242
722310000,52,72,4872,905
722320000,52,72,641,204
722330000,52,72,67,14
722340000,52,72,366,67
722350000,52,72,370,77
722360000,52,72,196,35
722370000,52,72,518,130
722380000,52,72,80,9
722390000,52,72,615,139
722400000,52,72,360,43
722410000,52,72,3019,550
722430000,52,72,1763,381
722440000,52,72,3018,597
722450000,52,72,684,161
722460000,52,72,225,52
722470000,52,72,1300,253
722480000,52,72,815,192
722490000,52,72,801,200
722500000,52,72,205,32
722510000,52,72,368,76
722520000,52,72,1213,276
722530000,52,72,2639,543
722540000,52,72,278,55
722550000,52,72,819,175
722560000,52,72,779,179
722570000,52,72,2353,366
722590000,52,72,307,64
722600000,52,72,3405,593
722610000,52,72,344,89
722620000,52,72,1197,139
722640101,52,72,2236,431
722640102,52,72,2321,420
722640103,52,72,1739,307
722640104,52,72,3230,584
722640105,52,72,2499,423
722640106,52,72,17,6
722640107,52,72,466,0
722650000,52,72,271,58
722660000,52,72,685,111
