IRIS,REG,DEP,P14_POP,P14_POP0014
050460103,93,05,2527,337
050470000,93,05,131,31
050480000,93,05,190,26
050490000,93,05,39,4
050500000,93,05,694,126
050510000,93,05,31,2
050520000,93,05,762,132
050530000,93,05,547,70
050540000,93,05,463,59
050550000,93,05,308,56
050560000,93,05,302,67
050570000,93,05,225,43
050580000,93,05,209,47
050590000,93,05,769,159
050600000,93,05,140,14
050610101,93,05,2290,328
050610102,93,05,2488,268
050610103,93,05,3613,656
050610104,93,05,3419,703
050610105,93,05,2173,308
050610106,93,05,2551,619
050610107,93,05,1928,385
050610108,93,05,2058,339
050610109,93,05,2600,516
050610110,93,05,1837,178
050610111,93,05,1729,248
050610112,93,05,1699,205
050610113,93,05,2689,485
050610114,93,05,2157,370
050610115,93,05,1973,373
050610116,93,05,2899,581
050610117,93,05,222,14
050610118,93,05,0,0
050610119,93,05,236,62
050610120,93,05,0,0
050610201,93,05,1662,364
050620000,93,05,178,15
050630000,93,05,487,92
050640000,93,05,100,8
050650000,93,05,2323,377
050660000,93,05,9,0
050680000,93,05,406,75
050700000,93,05,3480,486
050710000,93,05,323,74
050720000,93,05,236,36
050730000,93,05,356,53
050740000,93,05,173,27
050750000,93,05,422,72
050760000,93,05,78,11
050770000,93,05,307,41
050780000,93,05,298,62
050790000,93,05,1007,149
050800000,93,05,66,6
050810000,93,05,59,12
050820000,93,05,151,36
050840000,93,05,461,73
050850000,93,05,536,112
050860000,93,05,104,15
050870000,93,05,519,93
050880000,93,05,91,5
050890000,93,05,63,10
050900000,93,05,219,41
050910000,93,05,52,4
050920000,93,05,748,139
050930000,93,05,361,76
050940000,93,05,13,3
050950000,93,05,283,40
050960000,93,05,701,109
050970000,93,05,329,36
050980000,93,05,550,86
050990000,93,05,106,21
051000000,93,05,675,136
051010000,93,05,477,84
051020000,93,05,88,20
051030000,93,05,754,125
051040000,93,05,316,64
051060000,93,05,297,35
051070000,93,05,467,90
051080000,93,05,135,18
051090000,93,05,525,110
051100000,93,05,282,52
051110000,93,05,244,51
051120000,93,05,79,9
051130000,93,05,373,65
051140000,93,05,257,45
051150000,93,05,436,79
051160000,93,05,198,32
051170000,93,05,102,12
051180000,93,05,1341,197
051190000,93,05,656,87
051200000,93,05,68,11
051210000,93,05,172,29
051220000,93,05,846,155
051230000,93,05,1482,313
051240000,93,05,475,82
051260000,93,05,502,57
051270000,93,05,163,24
051280000,93,05,650,108
051290000,93,05,142,16
051300000,93,05,133,18
051310000,93,05,80,10
051320000,93,05,2034,400
051330000,93,05,1645,253
051340000,93,05,293,49
051350000,93,05,61,3
051360000,93,05,684,125
051390000,93,05,1006,154
051400000,93,05,301,45
051410000,93,05,147,28
051420000,93,05,479,71
051440000,93,05,146,20
051450000,93,05,990,164
051460000,93,05,124,9
051470000,93,05,347,67
051480000,93,05,509,82
051490000,93,05,346,52
051500000,93,05,39,1
051510000,93,05,1108,227
051520000,93,05,140,12
051530000,93,05,316,32
051540000,93,05,157,19
051550000,93,05,31,0
051560000,93,05,432,80
051570000,93,05,249,40
051580000,93,05,104,17
051590000,93,05,92,17
051600000,93,05,97,12
051610000,93,05,988,173
051620000,93,05,1447,295
051630000,93,05,143,24
051640000,93,05,1069,191
051650000,93,05,247,50
051660000,93,05,1252,164
051670000,93,05,86,21
051680000,93,05,658,97
051690000,93,05,40,0
051700000,93,05,2061,350
051710000,93,05,204,36
051720000,93,05,314,46
051730000,93,05,448,55
051740000,93,05,651,134
051750000,93,05,758,120
051760000,93,05,243,47
051770000,93,05,620,87
051780000,93,05,486,84
051790000,93,05,3151,487
051800000,93,05,507,89
051810000,93,05,330,76
051820000,93,05,43,1
051830000,93,05,1442,254
051840000,93,05,208,40
060010000,93,06,89,13
060020000,93,06,75,6
060030000,93,06,559,121
060040101,93,06,1295,198
060040102,93,06,2599,524
060040103,93,06,1040,145
060040104,93,06,2067,339
060040105,93,06,3915,542
060040106,93,06,2660,321
060040107,93,06,3523,523
060040108,93,06,2000,279
060040109,93,06,6002,1083
060040110,93,06,1589,257
060040111,93,06,3175,350
060040112,93,06,2422,342
060040113,93,06,40,0
060040114,93,06,2800,257
060040115,93,06,2455,216
060040116,93,06,3893,685
060040117,93,06,4134,691
060040118,93,06,2689,306
060040119,93,06,3180,545
060040120,93,06,1993,253
060040121,93,06,1444,239
060040122,93,06,3345,539
060040123,93,06,4959,672
060040124,93,06,4021,405
060040125,93,06,4293,534
060040126,93,06,4196,521
060050000,93,06,171,21
060060000,93,06,2146,344
060070000,93,06,3162,553
060080000,93,06,40,4
060090000,93,06,106,16
060100000,93,06,2998,568
060110000,93,06,3745,494
060120101,93,06,2495,368
060120102,93,06,2250,386
060120103,93,06,2528,468
060120104,93,06,2879,516
060120105,93,06,3466,608
060130000,93,06,646,106
060140000,93,06,961,170
060150000,93,06,1273,198
060160000,93,06,516,76
060170000,93,06,245,51
060180101,93,06,2851,457
060180102,93,06,2969,545
060180103,93,06,4156,793
060190000,93,06,1469,249
060200000,93,06,554,98
060210000,93,06,732,151
060220000,93,06,489,112
060230000,93,06,2375,361
060240000,93,06,231,27
060250000,93,06,1397,275
060260000,93,06,1300,172
060270101,93,06,3916,661
060270102,93,06,4057,831
060270103,93,06,2384,326
060270104,93,06,2920,462
060270105,93,06,2553,406
060270106,93,06,0,0
060270107,93,06,3632,349
060270108,93,06,1822,124
060270109,93,06,2553,182
060270110,93,06,3301,468
060270111,93,06,2387,447
060270112,93,06,2928,438
060270113,93,06,4853,776
060270114,93,06,3838,554
060270115,93,06,2101,301
060270116,93,06,1590,177
060270117,93,06,2976,312
060280000,93,06,443,91
060290101,93,06,1941,127
060290102,93,06,2777,172
060290103,93,06,3065,226
060290104,93,06,2353,195
060290105,93,06,1987,294
060290106,93,06,1758,100
060290107,93,06,3223,420
060290108,93,06,2637,394
060290109,93,06,2932,385
060290110,93,06,1189,172
060290111,93,06,1159,46
060290112,93,06,2672,328
060290113,93,06,2182,284
060290114,93,06,2567,262
060290115,93,06,2591,291
060290116,93,06,1853,167
060290117,93,06,1312,139
060290118,93,06,2258,402
060290119,93,06,1757,163
060290120,93,06,3226,602
060290121,93,06,1879,150
060290122,93,06,2314,361
060290123,93,06,4550,662
060290124,93,06,769,64
060290125,93,06,2813,363
060290126,93,06,3196,538
060290127,93,06,2046,321
060290128,93,06,1576,233
060290130,93,06,4274,1034
060290131,93,06,2456,432
060290132,93,06,2431,577
060300101,93,06,1713,306
060300102,93,06,1996,300
060300103,93,06,3530,650
060300104,93,06,2031,268
060300105,93,06,3225,568
060300106,93,06,2032,303
060300107,93,06,3442,470
060300108,93,06,3756,576
060300109,93,06,2146,397
060300110,93,06,2640,386
060300111,93,06,2258,224
060300112,93,06,2523,343
060300113,93,06,2691,358
060300114,93,06,2283,303
060300115,93,06,2211,245
060300116,93,06,1904,301
060300117,93,06,2075,182
060310000,93,06,1354,209
060320000,93,06,4711,730
060330101,93,06,2254,399
060330102,93,06,3098,691
060330103,93,06,1896,482
060330104,93,06,645,156
060330105,93,06,4062,738
060340000,93,06,1561,255
060350000,93,06,978,172
060360000,93,06,380,72
060370000,93,06,247,52
060380000,93,06,3188,538
060390000,93,06,905,177
060400000,93,06,48,7
060410000,93,06,382,66
060420000,93,06,589,120
060430000,93,06,811,141
060440101,93,06,2547,414
060440102,93,06,2850,572
060440103,93,06,2535,415
060450000,93,06,107,14
060460000,93,06,3325,496
060470000,93,06,101,20
060480101,93,06,2847,479
060480102,93,06,4534,732
060490000,93,06,124,16
060500000,93,06,517,105
060510000,93,06,97,10
060520000,93,06,135,15
060530000,93,06,149,21
060540000,93,06,4381,895
060550000,93,06,139,15
060560000,93,06,109,15
060570000,93,06,2511,445
060580000,93,06,616,117
060590000,93,06,2435,358
060600000,93,06,1969,295
060610000,93,06,103,13
060620000,93,06,355,53
060630000,93,06,70,7
060640000,93,06,4108,696
060650101,93,06,3654,613
060650102,93,06,2798,487
060660000,93,06,1506,298
060670000,93,06,1306,177
060680000,93,06,404,70
060690101,93,06,3402,632
060690102,93,06,3958,806
060690103,93,06,3499,623
060690104,93,06,3928,689
060690105,93,06,2701,518
060690106,93,06,2599,577
060690107,93,06,3363,582
060690108,93,06,3054,569
060690109,93,06,2761,639
060690110,93,06,2094,417
060690111,93,06,2705,575
060690112,93,06,2231,465
060690113,93,06,4047,927
060690114,93,06,3718,717
060690115,93,06,2066,196
060690116,93,06,2217,373
060690117,93,06,2065,288
060700000,93,06,607,113
060710000,93,06,656,87
060720000,93,06,187,15
060730000,93,06,698,108
060740000,93,06,1316,225
060750000,93,06,4779,910
060760000,93,06,42,7
060770000,93,06,1237,217
060780000,93,06,292,62
060790101,93,06,41,5
060790102,93,06,2917,582
060790103,93,06,2443,323
060790104,93,06,3051,427
060790105,93,06,2422,257
060790106,93,06,2623,160
060790107,93,06,2849,337
060790108,93,06,3445,381
060790109,93,06,2906,406
060800000,93,06,109,10
060810000,93,06,162,13
060820000,93,06,106,16
060830101,93,06,2225,300
060830102,93,06,2272,362
060830103,93,06,2174,268
060830104,93,06,2512,326
060830105,93,06,1167,128
060830106,93,06,2288,292
060830201,93,06,1671,237
060830202,93,06,3697,585
060830203,93,06,1344,98
060830204,93,06,2520,421
060830205,93,06,2522,493
060830206,93,06,4170,771
060840101,93,06,1870,294
060840102,93,06,3098,570
060840103,93,06,2528,341
060840104,93,06,2048,320
060850101,93,06,2600,345
060850102,93,06,2520,484
060850103,93,06,2409,348
060850104,93,06,3111,554
060850105,93,06,3311,538
060850107,93,06,2066,360
060850108,93,06,2374,518
060860000,93,06,268,29
060870000,93,06,45,6
060880101,93,06,1588,160
060880102,93,06,1560,226
060880103,93,06,1967,199
060880201,93,06,2431,331
060880202,93,06,2159,288
060880203,93,06,2437,251
060880204,93,06,2150,256
060880205,93,06,2305,308
060880206,93,06,2673,290
060880301,93,06,2138,282
060880302,93,06,2271,340
060880303,93,06,1864,232
060880304,93,06,3439,447
060880305,93,06,3705,560
060880401,93,06,1736,136
060880402,93,06,1626,190
060880403,93,06,2541,378
060880404,93,06,1629,246
060880501,93,06,4178,549
060880502,93,06,3930,745
060880503,93,06,2483,331
060880504,93,06,3359,643
060880505,93,06,2391,289
060880506,93,06,2433,316
060880507,93,06,2766,520
060880508,93,06,2447,480
060880509,93,06,1949,565
060880601,93,06,3420,494
060880602,93,06,1247,201
060880603,93,06,2896,481
060880604,93,06,2667,571
060880605,93,06,1670,319
060880701,93,06,2402,567
060880702,93,06,3740,942
060880801,93,06,1451,286
060880901,93,06,2816,872
060880902,93,06,2148,538
060880903,93,06,1628,395
060880904,93,06,1201,430
060880905,93,06,2477,686
060881001,93,06,1970,225
060881002,93,06,1852,183
060881003,93,06,1469,223
060881004,93,06,3083,488
060881005,93,06,2816,320
060881101,93,06,3048,417
060881102,93,06,2887,336
060881103,93,06,2565,401
060881104,93,06,1796,273
060881105,93,06,2066,333
060881201,93,06,2890,583
060881202,93,06,1316,168
060881203,93,06,2024,325
060881204,93,06,3453,676
060881301,93,06,2227,339
060881302,93,06,2376,226
060881303,93,06,2358,328
060881304,93,06,1873,256
060881305,93,06,2363,288
060881306,93,06,1709,216
060881307,93,06,2277,381
060881308,93,06,2131,287
060881309,93,06,2438,381
060881401,93,06,2328,353
060881402,93,06,2317,393
060881403,93,06,2027,295
060881404,93,06,1732,284
060881501,93,06,1968,275
060881502,93,06,1858,206
060881503,93,06,2077,291
060881504,93,06,1926,244
060881505,93,06,2288,369
060881506,93,06,1914,200
060881601,93,06,2004,198
060881602,93,06,2292,311
060881603,93,06,3262,515
060881604,93,06,2848,390
060881605,93,06,1733,204
060881606,93,06,2519,280
060881701,93,06,1880,316
060881702,93,06,1988,330
060881703,93,06,1841,278
060881704,93,06,2204,319
060881705,93,06,1997,176
060881801,93,06,0,0
060881802,93,06,2545,461
060881803,93,06,2248,439
060881804,93,06,2630,447
060881805,93,06,2122,362
060881901,93,06,2269,356
060881902,93,06,1773,180
060881903,93,06,2489,311
060882001,93,06,1898,270
060882002,93,06,2137,298
060882101,93,06,2311,372
060882102,93,06,2861,342
060882103,93,06,2976,514
060882104,93,06,1524,172
060882201,93,06,1240,114
060882202,93,06,2344,292
060882203,93,06,2960,346
060882301,93,06,1362,131
060882302,93,06,1996,225
060882303,93,06,2358,377
060882304,93,06,2823,352
060882401,93,06,1813,216
060882402,93,06,2356,290
060882501,93,06,1796,168
060882502,93,06,2335,330
060882503,93,06,2023,288
060882504,93,06,2976,451
060882601,93,06,1593,163
060882602,93,06,1969,252
060882603,93,06,2381,239
060882701,93,06,1740,168
060882702,93,06,2226,290
060882703,93,06,1941,107
060882704,93,06,2951,462
060882705,93,06,2099,196
060882801,93,06,3153,512
060882802,93,06,3836,617
060882803,93,06,3018,396
060882804,93,06,2822,337
060882805,93,06,3011,343
060882901,93,06,2075,381
060882902,93,06,4055,995
060882903,93,06,2989,656
060882904,93,06,2048,409
060882905,93,06,1903,270
060882906,93,06,2866,402
060883001,93,06,649,107
060883002,93,06,2880,660
060883003,93,06,2858,495
060883101,93,06,3178,557
060883102,93,06,2882,504
060883201,93,06,2898,481
060883202,93,06,2835,589
060883301,93,06,3950,589
060883401,93,06,2141,396
060883402,93,06,2148,435
060883403,93,06,1898,344
060883501,93,06,2186,313
060883601,93,06,3039,440
060883602,93,06,2594,487
060883701,93,06,4170,616
060883801,93,06,2841,422
060890000,93,06,2204,366
060900101,93,06,3477,605
060900102,93,06,4306,843
060910000,93,06,2344,423
060920000,93,06,1495,231
060930000,93,06,298,39
060940000,93,06,935,144
060950101,93,06,3284,584
060950102,93,06,2608,437
060950103,93,06,2168,332
060960000,93,06,93,6
060970000,93,06,303,53
060980000,93,06,133,22
060990000,93,06,1883,376
061000000,93,06,224,28
061010000,93,06,211,32
061020000,93,06,126,14
061030000,93,06,1774,277
061040101,93,06,1922,196
061040102,93,06,2934,542
061040103,93,06,2539,344
061040104,93,06,1880,263
061040105,93,06,3592,544
061050101,93,06,3298,617
061050102,93,06,3255,628
061060000,93,06,574,112
061070000,93,06,78,5
061080000,93,06,5378,939
061090000,93,06,890,147
061100000,93,06,120,12
061110000,93,06,202,13
061120000,93,06,3996,725
061130000,93,06,1157,185
061140000,93,06,5467,968
061150000,93,06,109,11
061160000,93,06,234,26
061170000,93,06,1005,186
061180000,93,06,3930,720
061190000,93,06,122,18
061200000,93,06,1385,179
061210000,93,06,1645,184
061220000,93,06,4030,699
061230101,93,06,11,0
061230102,93,06,1959,143
061230103,93,06,2056,257
061230104,93,06,2514,293
061230105,93,06,2215,402
061230106,93,06,2514,384
061230107,93,06,2890,570
061230108,93,06,2358,330
061230109,93,06,6681,1220
061230110,93,06,2630,383
061230111,93,06,3240,471
061240000,93,06,69,10
061250000,93,06,116,9
061260000,93,06,2776,505
061270000,93,06,1391,156
061280000,93,06,3477,476
061290000,93,06,357,58
061300000,93,06,3493,741
061310000,93,06,43,1
061320000,93,06,449,40
061330000,93,06,82,3
061340000,93,06,491,86
061350000,93,06,206,37
061360000,93,06,3709,651
061370000,93,06,1293,218
061380000,93,06,1527,193
061390000,93,06,102,7
061400000,93,06,3298,569
061410000,93,06,326,63
061420000,93,06,297,50
061430000,93,06,690,131
061440000,93,06,576,106
061450000,93,06,124,22
061460000,93,06,155,39
061470000,93,06,4836,890
061480000,93,06,3992,597
061490101,93,06,1921,393
061490102,93,06,2776,494
061490103,93,06,2309,452
061490104,93,06,3164,632
061500000,93,06,3146,470
061510000,93,06,812,159
061520101,93,06,2296,387
061520102,93,06,2589,384
061520103,93,06,5380,975
061520104,93,06,2925,599
061530000,93,06,870,124
061540000,93,06,418,65
061550101,93,06,2837,494
061550102,93,06,1037,256
061550103,93,06,1602,300
061550104,93,06,2962,678
061550105,93,06,3256,521
061550106,93,06,3910,495
061550107,93,06,2607,339
061550108,93,06,2752,323
061550109,93,06,2421,320
061550110,93,06,2917,420
061560000,93,06,152,8
061570101,93,06,1959,306
061570102,93,06,2716,457
061570103,93,06,2798,375
061570104,93,06,2449,391
061570105,93,06,3375,472
061570106,93,06,2506,348
061570107,93,06,2734,510
061580000,93,06,695,126
061590101,93,06,2041,197
061590102,93,06,2315,346
061590103,93,06,863,84
061600000,93,06,67,7
061610101,93,06,573,131
061610102,93,06,1718,308
061610103,93,06,2003,420
061610104,93,06,1391,215
061610105,93,06,2535,331
061610106,93,06,3376,633
061610107,93,06,2212,378
061620000,93,06,713,73
061630000,93,06,2164,253
070010000,84,07,395,67
070020000,84,07,569,122
070030000,84,07,157,27
070040000,84,07,84,9
070050000,84,07,1409,265
070060000,84,07,162,23
070070000,84,07,1059,240
070080000,84,07,1445,294
070090000,84,07,1163,220
070100101,84,07,2349,261
070100102,84,07,3583,686
070100103,84,07,2765,332
070100201,84,07,3398,602
070100202,84,07,1461,311
070100203,84,07,1863,230
070100204,84,07,883,148
070110000,84,07,543,60
070120000,84,07,353,52
070130000,84,07,1189,302
070140000,84,07,328,50
070150000,84,07,513,119
070160000,84,07,417,68
070170000,84,07,697,119
070180000,84,07,38,1
070190101,84,07,2374,297
070190102,84,07,2034,189
070190103,84,07,3307,591
070190104,84,07,2028,352
070190105,84,07,2174,325
070200000,84,07,487,115
070220000,84,07,1062,235
070230000,84,07,356,51
070240000,84,07,675,76
070250000,84,07,205,25
070260000,84,07,277,40
070270000,84,07,1812,363
070280000,84,07,481,78
070290000,84,07,240,37
070300000,84,07,221,26
070310000,84,07,724,148
070320000,84,07,179,43
070330000,84,07,192,27
070340000,84,07,233,51
070350000,84,07,652,125
070360000,84,07,424,87
070370000,84,07,164,25
070380000,84,07,46,1
070390000,84,07,245,36
070400000,84,07,284,44
070410000,84,07,2198,437
070420101,84,07,2609,414
070420102,84,07,2084,337
070420103,84,07,2544,526
070440000,84,07,252,73
070450000,84,07,409,41
070470000,84,07,77,9
070480000,84,07,301,50
070490000,84,07,43,3
070500000,84,07,822,119
070510000,84,07,628,147
070520000,84,07,610,144
070530000,84,07,490,61
070540000,84,07,262,38
070550000,84,07,2727,562
070560000,84,07,894,245
070580000,84,07,1010,156
070590000,84,07,230,52
070600000,84,07,233,50
070610000,84,07,369,42
070620000,84,07,116,21
070630000,84,07,382,106
070640000,84,07,3037,465
070650000,84,07,254,41
070660000,84,07,3040,543
070670000,84,07,271,54
070680000,84,07,570,116
070690000,84,07,662,123
070700000,84,07,2228,404
070710000,84,07,848,102
070720000,84,07,1650,285
070730000,84,07,526,86
070740000,84,07,131,22
070750000,84,07,162,9
070760000,84,07,2959,615
070770000,84,07,226,42
070780000,84,07,3071,526
070790000,84,07,1093,152
070800000,84,07,288,39
070810000,84,07,70,3
070820000,84,07,222,35
070830000,84,07,430,72
070840000,84,07,982,225
070850000,84,07,567,104
070860000,84,07,869,197
070870000,84,07,402,63
070880000,84,07,114,10
070890000,84,07,1533,350
070900000,84,07,1183,240
070910000,84,07,321,54
070920000,84,07,49,9
070930000,84,07,300,53
070940000,84,07,171,32
070950000,84,07,447,84
070960000,84,07,381,55
070970000,84,07,698,146
070980000,84,07,92,16
070990000,84,07,608,113
071000000,84,07,452,59
071010000,84,07,889,141
071020101,84,07,3674,484
071020102,84,07,2396,323
071020103,84,07,1876,214
071020104,84,07,2894,410
071030000,84,07,156,29
071040000,84,07,107,9
071050000,84,07,107,16
071060000,84,07,153,16
071070000,84,07,1163,170
071080000,84,07,137,34
071090000,84,07,314,47
071100000,84,07,1699,271
071110000,84,07,171,15
071120000,84,07,258,49
071130000,84,07,262,30
071140000,84,07,217,32
071150000,84,07,655,75
071160000,84,07,1402,239
071170000,84,07,2054,304
071180000,84,07,142,18
071190000,84,07,294,35
071200000,84,07,80,7
071210000,84,07,207,23
071220000,84,07,1545,248
071230000,84,07,177,35
071240000,84,07,37,5
071260000,84,07,1142,228
071270000,84,07,1104,180
071280000,84,07,411,44
071290000,84,07,2382,277
071300000,84,07,183,9
071310000,84,07,374,66
071320000,84,07,1734,274
071330000,84,07,216,73
071340000,84,07,982,155
071350000,84,07,49,4
071360000,84,07,119,6
071370000,84,07,80,5
071380000,84,07,2039,373
071390000,84,07,115,9
071400000,84,07,791,167
071410000,84,07,233,50
071420000,84,07,316,51
071430000,84,07,724,123
071440000,84,07,31,3
071450000,84,07,1108,194
071460000,84,07,597,109
071470000,84,07,241,32
071480000,84,07,146,14
071490000,84,07,311,34
071500000,84,07,612,73
071510000,84,07,268,55
071520000,84,07,1177,224
071530000,84,07,256,23
071540000,84,07,133,12
071550000,84,07,1199,182
071560000,84,07,963,165
071570000,84,07,1325,291
071580000,84,07,94,6
071590000,84,07,602,118
071600000,84,07,52,3
071610000,84,07,894,148
071620000,84,07,574,99
071630000,84,07,90,16
071650000,84,07,216,35
071660000,84,07,263,42
071670000,84,07,957,182
071680000,84,07,561,83
071690000,84,07,398,96
071700000,84,07,265,39
071710000,84,07,523,97
071720000,84,07,2002,380
071730000,84,07,52,4
071740000,84,07,526,82
071750000,84,07,60,9
071760000,84,07,130,10
071770000,84,07,832,206
071780000,84,07,580,95
071790000,84,07,142,25
071810000,84,07,2809,507
071820000,84,07,1255,247
071830000,84,07,460,59
071840000,84,07,465,82
071850000,84,07,670,151
071860101,84,07,2153,369
071860102,84,07,2577,489
071860103,84,07,2191,289
071860104,84,07,1392,166
071870000,84,07,132,21
071880000,84,07,1523,305
071890000,84,07,289,47
071900000,84,07,219,27
071910000,84,07,2291,496
071920000,84,07,270,26
071930000,84,07,280,31
071940000,84,07,427,95
071950000,84,07,58,6
071960000,84,07,244,50
071970000,84,07,2826,508
071980000,84,07,1030,195
071990000,84,07,1194,182
072000000,84,07,48,4
072010000,84,07,2255,241
072020000,84,07,144,22
072030000,84,07,125,5
072040000,84,07,2473,342
072050000,84,07,1316,297
072060000,84,07,84,10
072070000,84,07,1049,127
072080000,84,07,126,22
072090000,84,07,57,8
072100000,84,07,541,103
072110000,84,07,471,53
072120000,84,07,214,28
072130000,84,07,156,34
072140000,84,07,188,34
072150000,84,07,197,19
072160000,84,07,509,73
072170000,84,07,829,161
072180000,84,07,322,54
072190000,84,07,298,72
072200000,84,07,101,19
072210000,84,07,257,50
072220000,84,07,198,27
072230000,84,07,135,27
072240000,84,07,224,37
072250000,84,07,1064,191
072260000,84,07,88,6
072270000,84,07,1330,268
072280000,84,07,872,183
072290000,84,07,934,177
072300000,84,07,388,92
072310000,84,07,2615,410
072320000,84,07,406,60
072330000,84,07,225,45
072340000,84,07,287,82
072350000,84,07,218,41
072360000,84,07,1172,172
072370000,84,07,756,173
072380000,84,07,313,51
072390000,84,07,97,8
072400000,84,07,2157,428
072410000,84,07,702,138
072420000,84,07,114,13
072430000,84,07,314,71
072440000,84,07,276,62
072450000,84,07,2424,371
072470000,84,07,686,152
072480000,84,07,280,68
072490000,84,07,109,23
072500000,84,07,479,88
072510000,84,07,200,41
072520000,84,07,194,29
072530000,84,07,177,21
072540000,84,07,867,167
072550000,84,07,1451,295
072560000,84,07,344,50
072570000,84,07,99,16
072580000,84,07,229,24
072590000,84,07,1708,348
072600000,84,07,906,199
072610000,84,07,1570,317
072620000,84,07,135,13
072630000,84,07,103,10
072640000,84,07,2429,410
072650000,84,07,1433,313
072660000,84,07,98,10
072670000,84,07,239,32
072680000,84,07,986,151
072690000,84,07,1151,152
072700000,84,07,432,71
072720000,84,07,323,50
072730000,84,07,221,35
072740000,84,07,211,30
072750000,84,07,118,16
072760000,84,07,275,73
072770000,84,07,149,34
072780000,84,07,370,70
072790000,84,07,1894,428
072800000,84,07,987,162
072810101,84,07,2257,356
072810102,84,07,2262,383
072810103,84,07,2975,640
072820000,84,07,411,33
072830000,84,07,54,7
072840000,84,07,147,14
072850000,84,07,107,11
072860000,84,07,546,82
072870000,84,07,290,57
072880000,84,07,1239,234
072890000,84,07,1667,285
072900000,84,07,273,54
072910000,84,07,893,155
072920000,84,07,1134,264
072930000,84,07,827,202
072940000,84,07,526,66
072950000,84,07,1112,150
072960000,84,07,1678,330
072970000,84,07,498,119
072980000,84,07,764,143
072990000,84,07,135,17
073000000,84,07,444,91
073010000,84,07,947,162
073020000,84,07,822,177
073030000,84,07,241,48
073040000,84,07,620,76
073050000,84,07,346,47
073060000,84,07,227,32
073070000,84,07,452,69
073080000,84,07,2095,402
073090000,84,07,1595,247
073100000,84,07,912,207
073110000,84,07,146,28
073120000,84,07,529,124
073130000,84,07,1155,195
073140000,84,07,363,56
073150000,84,07,363,54
073160000,84,07,2143,395
073170000,84,07,1032,248
073180000,84,07,184,25
073190101,84,07,3228,527
073190102,84,07,2538,545
073190103,84,07,2611,532
073210000,84,07,236,49
073220000,84,07,1228,163
073230000,84,07,1671,343
073240101,84,07,2002,342
073240102,84,07,3372,597
073240103,84,07,1914,265
073240104,84,07,3270,776
073250000,84,07,2081,339
073260000,84,07,128,14
073270000,84,07,437,67
073280000,84,07,548,87
073290000,84,07,456,56
073300000,84,07,2314,343
073310000,84,07,3455,449
073320000,84,07,502,109
073330000,84,07,939,189
073340000,84,07,2667,371
073350000,84,07,198,32
073360000,84,07,234,26
073370000,84,07,2472,555
073380000,84,07,1931,317
073390000,84,07,1823,394
073400000,84,07,1545,240
073410000,84,07,2927,504
073420000,84,07,1201,225
073430000,84,07,1353,246
073440000,84,07,442,111
073450000,84,07,942,192
073460000,84,07,3788,681
073470000,84,07,587,112
073480000,84,07,994,183
073490101,84,07,2088,350
073490102,84,07,3036,493
080010000,44,08,444,53
080030000,44,08,1691,290
080040000,44,08,217,43
080050000,44,08,144,42
080060000,44,08,259,55
080080000,44,08,721,176
080100000,44,08,125,26
080110000,44,08,224,46
080130000,44,08,400,85
080140000,44,08,136,33
080150000,44,08,108,16
080160000,44,08,209,39
080170000,44,08,124,25
080180000,44,08,76,10
080190000,44,08,60,19
080200000,44,08,66,20
080210000,44,08,161,38
080220000,44,08,336,65
080230000,44,08,57,9
080240000,44,08,1118,245
080250000,44,08,1175,211
080260000,44,08,329,62
080270000,44,08,100,12
080280000,44,08,871,162
080290000,44,08,84,10
080300000,44,08,60,8
080310000,44,08,51,9
080320000,44,08,207,58
080330000,44,08,93,14
080340000,44,08,348,62
080350000,44,08,64,18
080360000,44,08,129,14
080370000,44,08,881,193
080380000,44,08,299,78
080390000,44,08,447,88
080400000,44,08,953,200
080410000,44,08,246,59
080420000,44,08,200,38
080430000,44,08,1602,265
080440000,44,08,111,26
080450000,44,08,267,44
080460000,44,08,164,36
080470000,44,08,94,11
080480000,44,08,387,68
080490000,44,08,129,26
080520000,44,08,99,17
080530000,44,08,2048,351
080550000,44,08,444,86
080560000,44,08,55,14
080570000,44,08,275,41
080580000,44,08,228,44
080590000,44,08,34,3
080600000,44,08,276,70
080610000,44,08,46,10
080620000,44,08,131,22
080630000,44,08,124,19
080640000,44,08,286,55
080650000,44,08,52,7
080660000,44,08,68,12
080670000,44,08,1218,232
080690000,44,08,161,22
080700000,44,08,335,62
080710000,44,08,132,30
080720000,44,08,411,66
080730000,44,08,102,13
080740000,44,08,51,5
080750000,44,08,147,23
080760000,44,08,961,155
080770000,44,08,55,4
080780000,44,08,876,193
080790000,44,08,286,62
080800000,44,08,103,30
080810101,44,08,3199,670
080810102,44,08,2023,379
080820000,44,08,69,11
080830000,44,08,398,82
080840000,44,08,206,47
080850000,44,08,191,33
080860000,44,08,108,19
080870000,44,08,153,20
080880000,44,08,134,31
080890000,44,08,338,67
080900000,44,08,2954,500
080920000,44,08,187,36
080940000,44,08,62,11
080950000,44,08,180,50
080960000,44,08,638,119
080970000,44,08,476,79
080980000,44,08,63,7
080990000,44,08,120,29
081000000,44,08,76,15
081010000,44,08,176,36
081020000,44,08,96,21
081030000,44,08,215,41
081040000,44,08,41,4
081050101,44,08,3630,700
081050102,44,08,2113,385
081050201,44,08,1528,198
081050202,44,08,1720,333
081050301,44,08,1964,255
