010010000,767,606,84,01
010020000,239,185,84,01
010040101,1727,1425,84,01
010040102,3732,2975,84,01
010040201,3916,3207,84,01
010040202,4646,3636,84,01
010050000,1627,1291,84,01
010060000,109,97,84,01
010070000,2570,1993,84,01
010080000,743,586,84,01
010090000,338,273,84,01
010100000,1142,865,84,01
010110000,397,308,84,01
010120000,325,266,84,01
010130000,157,124,84,01
010140000,3405,2735,84,01
010150000,638,527,84,01
010160000,440,334,84,01
010170000,427,333,84,01
010190000,23,20,84,01
010210000,1376,1078,84,01
010220000,1193,995,84,01
010230000,66,54,84,01
010240000,3386,2579,84,01
010250000,3177,2423,84,01
010260000,881,742,84,01
010270000,2973,2563,84,01
010280000,585,462,84,01
010290000,678,544,84,01
010300000,886,685,84,01
010310000,3656,2932,84,01
010320000,3296,2436,84,01
010330101,1291,1055,84,01
010330102,3046,2467,84,01
010330201,2696,2252,84,01
010330202,2743,2154,84,01
010330301,1969,1435,84,01
010340101,3086,2545,84,01
010340102,3580,2993,84,01
010340103,2317,1772,84,01
010350000,321,271,84,01
010360000,549,446,84,01
010370000,282,229,84,01
010380000,731,581,84,01
010390000,467,380,84,01
010400000,477,363,84,01
010410000,749,604,84,01
010420000,265,215,84,01
010430000,4541,3664,84,01
010440000,595,458,84,01
010450000,285,204,84,01
010460000,818,640,84,01
010470000,972,739,84,01
010490000,2932,2338,84,01
010500000,323,240,84,01
010510000,88,80,84,01
010520000,300,241,84,01
010530101,1798,1671,84,01
010530102,1875,1735,84,01
010530103,2009,1799,84,01
010530201,2174,1881,84,01
010530202,2072,1741,84,01
010530203,1770,1502,84,01
010530301,2785,2443,84,01
010530302,3061,2523,84,01
010530401,2336,1933,84,01
010530402,2471,2070,84,01
010530501,1945,1630,84,01
010530502,2848,2361,84,01
010530503,2615,2050,84,01
010530601,2908,2324,84,01
010530602,1817,1450,84,01
010530603,1400,1142,84,01
010530604,1431,1226,84,01
010530701,3652,3032,84,01
010540000,1270,952,84,01
010560000,370,290,84,01
010570000,512,398,84,01
010580000,861,660,84,01
010590000,96,81,84,01
010600000,549,436,84,01
010610000,1186,922,84,01
010620000,826,648,84,01
010630000,514,422,84,01
010640000,973,774,84,01
010650000,1754,1405,84,01
010660000,71,61,84,01
010670000,263,208,84,01
010680000,764,608,84,01
010690000,1466,1147,84,01
010710000,4797,3668,84,01
010720000,3068,2433,84,01
010730000,1007,826,84,01
010740000,2408,1870,84,01
010750000,1234,957,84,01
010760000,151,124,84,01
010770000,185,147,84,01
010780000,1377,1092,84,01
010790000,821,677,84,01
010800000,669,526,84,01
010810000,730,590,84,01
010820000,648,483,84,01
010830000,864,677,84,01
010840000,780,595,84,01
010850000,379,291,84,01
010870000,284,228,84,01
010880000,931,735,84,01
010890000,1999,1544,84,01
010900000,332,266,84,01
010910000,3311,2584,84,01
010920000,1568,1213,84,01
010930000,4956,4101,84,01
010940000,746,602,84,01
010950000,648,497,84,01
010960000,993,782,84,01
010970000,219,192,84,01
010980000,850,688,84,01
010990000,1530,1218,84,01
011000000,139,122,84,01
011010000,157,135,84,01
011020000,957,723,84,01
011030000,1459,1122,84,01
011040000,461,367,84,01
011050000,1489,1204,84,01
011060000,173,132,84,01
011070000,136,111,84,01
011080000,1198,998,84,01
011090000,2163,1603,84,01
011100000,130,111,84,01
011110000,118,85,84,01
011120000,416,313,84,01
011130000,828,644,84,01
011140000,563,475,84,01
011150000,1326,1034,84,01
011160000,508,416,84,01
011170000,147,109,84,01
011180000,1236,1012,84,01
011210000,113,92,84,01
011220000,805,658,84,01
011230000,1089,855,84,01
011240000,665,547,84,01
011250000,619,487,84,01
011270000,508,410,84,01
011280000,291,231,84,01
011290000,266,218,84,01
011300000,1414,1063,84,01
011330000,384,323,84,01
011340000,1719,1386,84,01
011350000,2086,1612,84,01
011360000,832,653,84,01
011380000,3029,2401,84,01
011390000,451,365,84,01
011400000,771,618,84,01
011410000,415,341,84,01
011420000,4441,3441,84,01
011430101,3706,3003,84,01
011430102,2215,1707,84,01
011430103,3180,2458,84,01
011440000,888,682,84,01
011450000,1166,912,84,01
011460000,416,309,84,01
011470000,476,391,84,01
011480000,1845,1535,84,01
011490000,1036,814,84,01
011500000,222,176,84,01
011510000,1150,935,84,01
011520000,764,606,84,01
011530000,2158,1604,84,01
011540000,820,607,84,01
011550000,144,116,84,01
011560000,781,621,84,01
011570000,2180,1731,84,01
011580000,972,742,84,01
011590000,3225,2687,84,01
011600101,3308,2639,84,01
011600102,2615,2176,84,01
011600103,3414,2759,84,01
011620000,65,46,84,01
011630000,2029,1644,84,01
011650000,1515,1120,84,01
011660000,2196,1765,84,01
011670000,660,527,84,01
011690000,583,440,84,01
011700000,1011,762,84,01
011710000,917,709,84,01
011720000,147,116,84,01
011730101,2928,2355,84,01
011730102,4707,3617,84,01
011730103,3506,2821,84,01
011740000,175,136,84,01
011750000,842,651,84,01
011770000,177,140,84,01
011790000,1908,1524,84,01
011800000,786,631,84,01
011810000,1187,909,84,01
011830000,1423,1101,84,01
011840000,793,633,84,01
011850000,3829,3351,84,01
011860000,87,66,84,01
011870000,701,598,84,01
011880000,601,466,84,01
011890000,1144,902,84,01
011900000,115,97,84,01
011910000,173,138,84,01
011920000,2294,1814,84,01
011930000,231,199,84,01
011940101,4068,3304,84,01
011940102,2154,1711,84,01
011950000,1709,1348,84,01
011960000,1124,850,84,01
011970000,356,281,84,01
011980000,276,211,84,01
011990000,2192,1724,84,01
012000000,210,160,84,01
012020101,3069,2502,84,01
012020102,3884,3134,84,01
012030000,1191,958,84,01
012040000,699,533,84,01
012050000,1028,821,84,01
012060000,262,207,84,01
012070000,341,276,84,01
012080000,137,117,84,01
012090000,687,512,84,01
012100000,238,199,84,01
012110000,1426,1105,84,01
012120000,708,560,84,01
012130000,1248,958,84,01
012140000,152,131,84,01
012150000,49,39,84,01
012160000,884,729,84,01
012180000,96,71,84,01
012190000,166,132,84,01
012210000,115,96,84,01
012240000,3158,2354,84,01
012250000,395,334,84,01
012270000,458,358,84,01
012280000,639,524,84,01
012290000,1149,879,84,01
012300000,306,236,84,01
012310000,1976,1564,84,01
012320000,2205,1816,84,01
012330000,130,100,84,01
012340000,172,151,84,01
012350000,1032,787,84,01
012360000,987,776,84,01
012370000,1573,1203,84,01
012380000,2482,1953,84,01
012390000,635,516,84,01
012400000,649,515,84,01
012410000,1310,1068,84,01
012420000,124,95,84,01
012430000,1224,960,84,01
012440101,2767,2225,84,01
012440102,2333,1871,84,01
012440103,2439,1840,84,01
012450000,884,706,84,01
012460000,2137,1695,84,01
012470000,348,285,84,01
012480000,2130,1746,84,01
012490101,2488,1980,84,01
012490102,3991,3215,84,01
012490103,2946,2309,84,01
012500000,1877,1510,84,01
012520000,779,613,84,01
012540000,1893,1529,84,01
012550000,584,450,84,01
012570000,343,284,84,01
012580000,1211,957,84,01
012590000,663,511,84,01
012600000,272,214,84,01
012610000,655,524,84,01
012620101,3444,2701,84,01
012620102,3592,2820,84,01
012630000,3811,3021,84,01
012640000,1013,778,84,01
012650000,3409,2704,84,01
012660000,2452,2057,84,01
012670000,1027,821,84,01
012680000,253,202,84,01
012690000,3534,2795,84,01
012720000,1494,1216,84,01
012730000,1645,1298,84,01
012740000,638,494,84,01
012750000,2467,2027,84,01
012760000,1529,1219,84,01
012770000,119,94,84,01
012790000,96,81,84,01
012800000,157,123,84,01
012810000,4303,3296,84,01
